,smiles,reactants,reaction_names,num_steps,hits,compound_set,batch
90,Cc1nccc(OC2CCN(C)C2=O)c1NC(=O)CS,"[('Oc1ccnc(C)c1N', 'O=C(O)CS'), ('Cc1nccc(O)c1NC(=O)CS', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528A x0732A,x0528-x0732-merge-2-7,9
91,Cc1cc(OC2CCN(C)C2=O)c(NC(=O)CS)c(C)n1,"[('Cc1cc(O)c(N)c(C)n1', 'O=C(O)CS'), ('Cc1cc(O)c(NC(=O)CS)c(C)n1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528A x0732A,x0528-x0732-merge-2-8,9
92,CC(=O)Nc1cccc(O)c1NC(=O)CS,"[('Oc1cccc(N)c1NC(=O)OC(C)(C)C', 'CC(=O)O'), 'CC(=O)Nc1cccc(O)c1NC(=O)OC(C)(C)C', ('CC(=O)Nc1cccc(O)c1N', 'O=C(O)CS')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884A x0732A,x0884-x0732-x0922-merge-2-1,9
93,Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(O)cc(NC(=O)CO[Si](C)(C)C(C)(C)C)c1', ('Cc1cc(O)cc(NC(=O)CO)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922A x0732A,x0922-x0732-merge-1-1,9
94,Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)CO,"[('Cc1cnc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cnc(O)cc1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1cnc(O)cc1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922A x0732A,x0922-x0732-merge-1-2,9
95,Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(O)cc(NC(=O)CO[Si](C)(C)C(C)(C)C)c1', ('Cc1cc(O)cc(NC(=O)CO)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922A x0732A,x0922-x0732-merge-1-3,9
96,CN(C)C(=O)COCC(=O)Nc1cccc(O)c1,"[('Nc1cccc(O)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1cccc(O)c1', ('O=C(CO)Nc1cccc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922A x0732A,x0922-x0732-merge-1-4,9
97,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CO,"[('Cc1ccc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(O)cc1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1ccc(O)cc1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922A x0732A,x0922-x0732-merge-1-5,9
98,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CO,"[('Cc1ccc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(O)cc1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1ccc(O)cc1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922A x0732A,x0922-x0732-merge-1-6,9
