,smiles,reactants,reaction_names,num_steps,hits,compound_set
64,CC(=O)Nc1ccnc(OCC(=O)N2CCOCC2)c1,"[('Nc1ccnc(O)c1', 'CC(=O)O'), ('CC(=O)Nc1ccnc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0884', 'x0739']",x0884-x0739-merge-3-11
65,Cc1cc(NC(=O)C2CCCO2)cc(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-1
66,Cc1cnc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,"[('Cc1cnc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1cnc(O)cc1NC(=O)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-2
67,Cc1cc(NC(=O)C2CCCO2)cc(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-3
68,CN1CCC(Oc2cccc(NC(=O)C3CCCO3)c2)C1=O,"[('Nc1cccc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1cccc(O)c1)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-4
69,Cc1ccc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,"[('Cc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1ccc(O)cc1NC(=O)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-5
70,Cc1ccc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,"[('Cc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1ccc(O)cc1NC(=O)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-6
71,CN1CCC(Oc2ccc(F)c(NC(=O)C3CCCO3)c2)C1=O,"[('Fc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('O=C(Nc1cc(O)ccc1F)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-7
72,Cc1ccc(NC(=O)C2CCCO2)cc1OC1CCN(C)C1=O,"[('Nc1cc(O)c(C)cc1', 'O=C(O)C1CCCO1'), ('Cc1ccc(NC(=O)C2CCCO2)cc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-8
73,Cc1cc(C)c(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,"[('Nc1cc(O)c(C)cc1C', 'O=C(O)C1CCCO1'), ('Cc1cc(C)c(NC(=O)C2CCCO2)cc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-9
74,CN1CCC(Oc2cncc(NC(=O)C3CCCO3)c2)C1=O,"[('Nc1cncc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1cncc(O)c1)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-10
75,CN1CCC(Oc2cc(NC(=O)C3CCCO3)ccn2)C1=O,"[('Nc1ccnc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1ccnc(O)c1)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0416']",x0528-x0416-merge-1-11
76,Cc1cnc(NC(=O)COC2CCN(C)C2=O)c(O)c1,"[('Cc1cnc(N)c(O)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cnc(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1', ('Cc1cnc(NC(=O)CO)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0528', 'x0732']",x0528-x0732-merge-1-1
77,CN1CCC(OCC(=O)Nc2ccccc2O)C1=O,"[('Nc1ccccc1O', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccccc1O', ('O=C(CO)Nc1ccccc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0528', 'x0732']",x0528-x0732-merge-1-2
78,Cc1ccc(NC(=O)COC2CCN(C)C2=O)c(O)c1,"[('Cc1cc(O)c(N)cc1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1', ('Cc1ccc(NC(=O)CO)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0528', 'x0732']",x0528-x0732-merge-1-3
79,CN1CCC(OCC(=O)Nc2ccc(F)cc2O)C1=O,"[('Fc1cc(O)c(N)cc1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccc(F)cc1O', ('O=C(CO)Nc1ccc(F)cc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0528', 'x0732']",x0528-x0732-merge-1-4
80,Cc1cccc(OC2CCN(C)C2=O)c1NC(=O)CO,"[('Cc1cccc(O)c1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cccc(O)c1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1cccc(O)c1NC(=O)CO', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0528', 'x0732']",x0528-x0732-merge-1-5
81,Cc1cc(C)c(NC(=O)COC2CCN(C)C2=O)c(O)c1,"[('Cc1cc(O)c(N)c(C)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(C)c(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1', ('Cc1cc(C)c(NC(=O)CO)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0528', 'x0732']",x0528-x0732-merge-1-6
82,Cc1nccc(OC2CCN(C)C2=O)c1NC(=O)CO,"[('Oc1ccnc(C)c1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1nccc(O)c1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1nccc(O)c1NC(=O)CO', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0528', 'x0732']",x0528-x0732-merge-1-7
83,Cc1cc(OC2CCN(C)C2=O)c(NC(=O)CO)c(C)n1,"[('Cc1cc(O)c(N)c(C)n1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(O)c(NC(=O)CO[Si](C)(C)C(C)(C)C)c(C)n1', ('Cc1cc(O)c(NC(=O)CO)c(C)n1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0528', 'x0732']",x0528-x0732-merge-1-8
84,Cc1cnc(NC(=O)CS)c(OC2CCN(C)C2=O)c1,"[('Cc1cnc(N)c(O)c1', 'O=C(O)CS'), ('Cc1cnc(NC(=O)CS)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0732']",x0528-x0732-merge-2-1
85,CN1CCC(Oc2ccccc2NC(=O)CS)C1=O,"[('Nc1ccccc1O', 'O=C(O)CS'), ('O=C(CS)Nc1ccccc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0732']",x0528-x0732-merge-2-2
86,Cc1ccc(NC(=O)CS)c(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)c(N)cc1', 'O=C(O)CS'), ('Cc1ccc(NC(=O)CS)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0732']",x0528-x0732-merge-2-3
87,CN1CCC(Oc2cc(F)ccc2NC(=O)CS)C1=O,"[('Fc1cc(O)c(N)cc1', 'O=C(O)CS'), ('O=C(CS)Nc1ccc(F)cc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0732']",x0528-x0732-merge-2-4
88,Cc1cccc(OC2CCN(C)C2=O)c1NC(=O)CS,"[('Cc1cccc(O)c1N', 'O=C(O)CS'), ('Cc1cccc(O)c1NC(=O)CS', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0732']",x0528-x0732-merge-2-5
89,Cc1cc(C)c(NC(=O)CS)c(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)c(N)c(C)c1', 'O=C(O)CS'), ('Cc1cc(C)c(NC(=O)CS)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0732']",x0528-x0732-merge-2-6
90,Cc1nccc(OC2CCN(C)C2=O)c1NC(=O)CS,"[('Oc1ccnc(C)c1N', 'O=C(O)CS'), ('Cc1nccc(O)c1NC(=O)CS', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0732']",x0528-x0732-merge-2-7
91,Cc1cc(OC2CCN(C)C2=O)c(NC(=O)CS)c(C)n1,"[('Cc1cc(O)c(N)c(C)n1', 'O=C(O)CS'), ('Cc1cc(O)c(NC(=O)CS)c(C)n1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0528', 'x0732']",x0528-x0732-merge-2-8
92,CC(=O)Nc1cccc(O)c1NC(=O)CS,"[('Oc1cccc(N)c1NC(=O)OC(C)(C)C', 'CC(=O)O'), 'CC(=O)Nc1cccc(O)c1NC(=O)OC(C)(C)C', ('CC(=O)Nc1cccc(O)c1N', 'O=C(O)CS')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,"['x0884', 'x0732']",x0884-x0732-x0922-merge-2-1
93,Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(O)cc(NC(=O)CO[Si](C)(C)C(C)(C)C)c1', ('Cc1cc(O)cc(NC(=O)CO)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-1
94,Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)CO,"[('Cc1cnc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cnc(O)cc1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1cnc(O)cc1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-2
95,Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(O)cc(NC(=O)CO[Si](C)(C)C(C)(C)C)c1', ('Cc1cc(O)cc(NC(=O)CO)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-3
96,CN(C)C(=O)COCC(=O)Nc1cccc(O)c1,"[('Nc1cccc(O)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1cccc(O)c1', ('O=C(CO)Nc1cccc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-4
97,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CO,"[('Cc1ccc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(O)cc1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1ccc(O)cc1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-5
98,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CO,"[('Cc1ccc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(O)cc1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1ccc(O)cc1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-6
99,CN(C)C(=O)COCC(=O)Nc1cc(O)ccc1F,"[('Fc1ccc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1cc(O)ccc1F', ('O=C(CO)Nc1cc(O)ccc1F', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-7
100,Cc1ccc(NC(=O)COCC(=O)N(C)C)cc1O,"[('Nc1cc(O)c(C)cc1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(NC(=O)CO[Si](C)(C)C(C)(C)C)cc1O', ('Cc1ccc(NC(=O)CO)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-8
101,Cc1cc(C)c(NC(=O)COCC(=O)N(C)C)cc1O,"[('Nc1cc(O)c(C)cc1C', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(C)c(NC(=O)CO[Si](C)(C)C(C)(C)C)cc1O', ('Cc1cc(C)c(NC(=O)CO)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-9
102,CN(C)C(=O)COCC(=O)Nc1cncc(O)c1,"[('Nc1cncc(O)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1cncc(O)c1', ('O=C(CO)Nc1cncc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-10
103,CN(C)C(=O)COCC(=O)Nc1ccnc(O)c1,"[('Nc1ccnc(O)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccnc(O)c1', ('O=C(CO)Nc1ccnc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0732']",x0922-x0732-merge-1-11
104,Cc1cc(NC(=O)CS)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)CS'), ('Cc1cc(O)cc(NC(=O)CS)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-1
105,Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)CS,"[('Cc1cnc(O)cc1N', 'O=C(O)CS'), ('Cc1cnc(O)cc1NC(=O)CS', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-2
106,Cc1cc(NC(=O)CS)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)CS'), ('Cc1cc(O)cc(NC(=O)CS)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-3
107,CN(C)C(=O)COc1cccc(NC(=O)CS)c1,"[('Nc1cccc(O)c1', 'O=C(O)CS'), ('O=C(CS)Nc1cccc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-4
108,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CS,"[('Cc1ccc(O)cc1N', 'O=C(O)CS'), ('Cc1ccc(O)cc1NC(=O)CS', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-5
109,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CS,"[('Cc1ccc(O)cc1N', 'O=C(O)CS'), ('Cc1ccc(O)cc1NC(=O)CS', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-6
110,CN(C)C(=O)COc1ccc(F)c(NC(=O)CS)c1,"[('Fc1ccc(O)cc1N', 'O=C(O)CS'), ('O=C(CS)Nc1cc(O)ccc1F', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-7
111,Cc1ccc(NC(=O)CS)cc1OCC(=O)N(C)C,"[('Nc1cc(O)c(C)cc1', 'O=C(O)CS'), ('Cc1ccc(NC(=O)CS)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-8
112,Cc1cc(C)c(OCC(=O)N(C)C)cc1NC(=O)CS,"[('Nc1cc(O)c(C)cc1C', 'O=C(O)CS'), ('Cc1cc(C)c(NC(=O)CS)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-9
113,CN(C)C(=O)COc1cncc(NC(=O)CS)c1,"[('Nc1cncc(O)c1', 'O=C(O)CS'), ('O=C(CS)Nc1cncc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-10
114,CN(C)C(=O)COc1cc(NC(=O)CS)ccn1,"[('Nc1ccnc(O)c1', 'O=C(O)CS'), ('O=C(CS)Nc1ccnc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0732']",x0922-x0732-merge-2-11
115,CN(C)C(=O)COc1cc(OCC(=O)N2CCOCC2)ccc1F,"[('C[Si](C)(Oc1cc(O)ccc1F)C(C)(C)C', 'O=C(CCl)N1CCOCC1'), 'CC(C)(C)[Si](C)(C)Oc1cc(OCC(=O)N2CCOCC2)ccc1F', ('O=C(COc1ccc(F)c(O)c1)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0739']",x0922-x0739-merge-2-1
116,CN(C)C(=O)COc1cccc(OCC(=O)N2CCOCC2)c1,"[('CC(C)(C)[Si](C)(C)Oc1cccc(O)c1', 'O=C(CCl)N1CCOCC1'), 'CC(C)(C)[Si](C)(C)Oc1cccc(OCC(=O)N2CCOCC2)c1', ('O=C(COc1cccc(O)c1)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0739']",x0922-x0739-merge-2-2
117,Cc1cc(OCC(=O)N(C)C)cc(OCC(=O)N2CCOCC2)c1,"[('Cc1cc(OCc2ccccc2)cc(O)c1', 'O=C(CCl)N1CCOCC1'), 'Cc1cc(OCC(=O)N2CCOCC2)cc(OCc2ccccc2)c1', ('Cc1cc(O)cc(OCC(=O)N2CCOCC2)c1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0739']",x0922-x0739-merge-2-3
118,CN(C)C(=O)COc1ccnc(OCC(=O)N2CCOCC2)c1,"[('Oc1cc(OCc2ccccc2)ccn1', 'O=C(CCl)N1CCOCC1'), 'O=C(COc1cc(OCc2ccccc2)ccn1)N1CCOCC1', ('O=C(COc1cc(O)ccn1)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0739']",x0922-x0739-merge-2-4
119,Cc1ccc(OCC(=O)N(C)C)cc1OCC(=O)N1CCOCC1,"[('Cc1ccc(OCc2ccccc2)cc1O', 'O=C(CCl)N1CCOCC1'), 'Cc1ccc(OCc2ccccc2)cc1OCC(=O)N1CCOCC1', ('Cc1ccc(O)cc1OCC(=O)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0739']",x0922-x0739-merge-2-5
120,Cc1ccc(OCC(=O)N2CCOCC2)cc1OCC(=O)N(C)C,"[('Oc1cc(OCc2ccccc2)c(C)cc1', 'O=C(CCl)N1CCOCC1'), 'Cc1ccc(OCC(=O)N2CCOCC2)cc1OCc1ccccc1', ('Cc1ccc(OCC(=O)N2CCOCC2)cc1O', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0739']",x0922-x0739-merge-2-6
121,CN(C)C(=O)COc1cncc(OCC(=O)N2CCOCC2)c1,"[('Oc1cncc(OCc2ccccc2)c1', 'O=C(CCl)N1CCOCC1'), 'O=C(COc1cncc(OCc2ccccc2)c1)N1CCOCC1', ('O=C(COc1cncc(O)c1)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,"['x0922', 'x0739']",x0922-x0739-merge-2-7
122,Cc1cc(NC(=O)C2CCCO2)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-1
123,Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,"[('Cc1cnc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1cnc(O)cc1NC(=O)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-2
124,Cc1cc(NC(=O)C2CCCO2)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-3
125,CN(C)C(=O)COc1cccc(NC(=O)C2CCCO2)c1,"[('Nc1cccc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1cccc(O)c1)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-4
126,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,"[('Cc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1ccc(O)cc1NC(=O)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-5
127,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,"[('Cc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1ccc(O)cc1NC(=O)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-6
128,CN(C)C(=O)COc1ccc(F)c(NC(=O)C2CCCO2)c1,"[('Fc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('O=C(Nc1cc(O)ccc1F)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-7
129,Cc1ccc(NC(=O)C2CCCO2)cc1OCC(=O)N(C)C,"[('Nc1cc(O)c(C)cc1', 'O=C(O)C1CCCO1'), ('Cc1ccc(NC(=O)C2CCCO2)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-8
130,Cc1cc(C)c(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,"[('Nc1cc(O)c(C)cc1C', 'O=C(O)C1CCCO1'), ('Cc1cc(C)c(NC(=O)C2CCCO2)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-9
131,CN(C)C(=O)COc1cncc(NC(=O)C2CCCO2)c1,"[('Nc1cncc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1cncc(O)c1)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-10
132,CN(C)C(=O)COc1cc(NC(=O)C2CCCO2)ccn1,"[('Nc1ccnc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1ccnc(O)c1)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,"['x0922', 'x0416']",x0922-x0416-merge-1-11
