,target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3,reactant-1-4,reactant-2-4,reaction-product-smiles-4,reaction-name-4,reaction-recipe-4,reaction-groupby-column-4
34,x0528-x0732-merge-1-4,2,100,40,wasgo-2.0,Fc1cc(O)c(N)cc1,O=C(O)CO,O=C(CO)Nc1ccc(F)cc1O,Amidation,standard,TRUE,O=C(CO)Nc1ccc(F)cc1O,O=C1C(Cl)CCN1C,CN1CCC(OCC(=O)Nc2ccc(F)cc2O)C1=O,Williamson ether,standard,TRUE,,,,,,,,,,,,
35,x0528-x0732-merge-1-5,2,100,40,wasgo-2.0,Cc1cccc(O)c1N,O=C(O)CO,Cc1cccc(O)c1NC(=O)CO,Amidation,standard,TRUE,Cc1cccc(O)c1NC(=O)CO,O=C1C(Cl)CCN1C,Cc1cccc(OC2CCN(C)C2=O)c1NC(=O)CO,Williamson ether,standard,TRUE,,,,,,,,,,,,
36,x0528-x0732-merge-1-6,2,100,40,wasgo-2.0,Cc1cc(O)c(N)c(C)c1,O=C(O)CO,Cc1cc(C)c(NC(=O)CO)c(O)c1,Amidation,standard,TRUE,Cc1cc(C)c(NC(=O)CO)c(O)c1,O=C1C(Cl)CCN1C,Cc1cc(C)c(NC(=O)COC2CCN(C)C2=O)c(O)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
37,x0528-x0732-merge-1-7,2,100,40,wasgo-2.0,Oc1ccnc(C)c1N,O=C(O)CO,Cc1nccc(O)c1NC(=O)CO,Amidation,standard,TRUE,Cc1nccc(O)c1NC(=O)CO,O=C1C(Cl)CCN1C,Cc1nccc(OC2CCN(C)C2=O)c1NC(=O)CO,Williamson ether,standard,TRUE,,,,,,,,,,,,
38,x0528-x0732-merge-1-8,2,100,40,wasgo-2.0,Cc1cc(O)c(N)c(C)n1,O=C(O)CO,Cc1cc(O)c(NC(=O)CO)c(C)n1,Amidation,standard,TRUE,Cc1cc(O)c(NC(=O)CO)c(C)n1,O=C1C(Cl)CCN1C,Cc1cc(OC2CCN(C)C2=O)c(NC(=O)CO)c(C)n1,Williamson ether,standard,TRUE,,,,,,,,,,,,
39,x0528-x0739-merge-1-1,3,100,40,wasgo-2.0,C[Si](C)(Oc1ccccc1O)C(C)(C)C,O=C1C(Cl)CCN1C,CN1CCC(Oc2ccccc2O[Si](C)(C)C(C)(C)C)C1=O,Williamson ether,standard,TRUE,CN1CCC(Oc2ccccc2O[Si](C)(C)C(C)(C)C)C1=O,,CN1CCC(Oc2ccccc2O)C1=O,TBS_alcohol_deprotection,standard,TRUE,CN1CCC(Oc2ccccc2O)C1=O,O=C(CCl)N1CCOCC1,CN1CCC(Oc2ccccc2OCC(=O)N2CCOCC2)C1=O,Williamson ether,standard,TRUE,,,,,,
40,x0528-x0739-merge-1-2,3,100,40,wasgo-2.0,Cc1cccc(O)c1OCc1ccccc1,O=C1C(Cl)CCN1C,Cc1cccc(OC2CCN(C)C2=O)c1OCc1ccccc1,Williamson ether,standard,TRUE,Cc1cccc(OC2CCN(C)C2=O)c1OCc1ccccc1,,Cc1cccc(OC2CCN(C)C2=O)c1O,Benzyl_alcohol_deprotection,standard,TRUE,Cc1cccc(OC2CCN(C)C2=O)c1O,O=C(CCl)N1CCOCC1,Cc1cccc(OC2CCN(C)C2=O)c1OCC(=O)N1CCOCC1,Williamson ether,standard,TRUE,,,,,,
41,x0528-x0739-merge-1-3,3,100,40,wasgo-2.0,Cc1cc(O)c(OCc2ccccc2)c(C)c1,O=C1C(Cl)CCN1C,Cc1cc(C)c(OCc2ccccc2)c(OC2CCN(C)C2=O)c1,Williamson ether,standard,TRUE,Cc1cc(C)c(OCc2ccccc2)c(OC2CCN(C)C2=O)c1,,Cc1cc(C)c(O)c(OC2CCN(C)C2=O)c1,Benzyl_alcohol_deprotection,standard,TRUE,Cc1cc(C)c(O)c(OC2CCN(C)C2=O)c1,O=C(CCl)N1CCOCC1,Cc1cc(C)c(OCC(=O)N2CCOCC2)c(OC2CCN(C)C2=O)c1,Williamson ether,standard,TRUE,,,,,,
42,x0528-x0739-merge-1-4,3,100,40,wasgo-2.0,Cc1cc(OCc2ccccc2)c(O)cc1,O=C1C(Cl)CCN1C,Cc1ccc(OC2CCN(C)C2=O)c(OCc2ccccc2)c1,Williamson ether,standard,TRUE,Cc1ccc(OC2CCN(C)C2=O)c(OCc2ccccc2)c1,,Cc1ccc(OC2CCN(C)C2=O)c(O)c1,Benzyl_alcohol_deprotection,standard,TRUE,Cc1ccc(OC2CCN(C)C2=O)c(O)c1,O=C(CCl)N1CCOCC1,Cc1ccc(OC2CCN(C)C2=O)c(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,TRUE,,,,,,
43,x0528-x0739-merge-1-5,3,100,40,wasgo-2.0,Cc1cnc(OCc2ccccc2)c(O)c1,O=C1C(Cl)CCN1C,Cc1cnc(OCc2ccccc2)c(OC2CCN(C)C2=O)c1,Williamson ether,standard,TRUE,Cc1cnc(OCc2ccccc2)c(OC2CCN(C)C2=O)c1,,Cc1cnc(O)c(OC2CCN(C)C2=O)c1,Benzyl_alcohol_deprotection,standard,TRUE,Cc1cnc(O)c(OC2CCN(C)C2=O)c1,O=C(CCl)N1CCOCC1,Cc1cnc(OCC(=O)N2CCOCC2)c(OC2CCN(C)C2=O)c1,Williamson ether,standard,TRUE,,,,,,
44,x0884-x0719-merge-1-1,4,100,40,wasgo-2.0,Brc1c(N)cccc1NC(=O)OC(C)(C)C,CC(=O)O,CC(=O)Nc1cccc(NC(=O)OC(C)(C)C)c1Br,Amidation,standard,TRUE,CC(=O)Nc1cccc(NC(=O)OC(C)(C)C)c1Br,,CC(=O)Nc1cccc(N)c1Br,Boc deprotection,standard,TRUE,CC(=O)Nc1cccc(N)c1Br,CC(=O)O,CC(=O)Nc1cccc(NC(C)=O)c1Br,Amidation,standard,TRUE,CC(=O)Nc1cccc(NC(C)=O)c1Br,CC1(C)OB(CNS(C)(=O)=O)OC1(C)C,CC(=O)Nc1cccc(NC(C)=O)c1CNS(C)(=O)=O,Suzuki,standard,TRUE
45,x0884-x0719-x0922-merge-2-1,3,100,40,wasgo-2.0,Fc1ccc(O)c(Br)c1N,CC(=O)O,CC(=O)Nc1c(F)ccc(O)c1Br,Amidation,standard,TRUE,CC(=O)Nc1c(F)ccc(O)c1Br,CN(C)C(=O)CCl,CC(=O)Nc1c(F)ccc(OCC(=O)N(C)C)c1Br,Williamson ether,standard,TRUE,CC(=O)Nc1c(F)ccc(OCC(=O)N(C)C)c1Br,CC1(C)OB(CNS(C)(=O)=O)OC1(C)C,CC(=O)Nc1c(CNS(C)(=O)=O)ccc(OCC(=O)N(C)C)c1Br,Suzuki,standard,TRUE,,,,,,
46,x0884-x0719-x0922-merge-2-2,3,100,40,wasgo-2.0,Nc1cccc(O)c1Br,CC(=O)O,CC(=O)Nc1cccc(O)c1Br,Amidation,standard,TRUE,CC(=O)Nc1cccc(O)c1Br,CN(C)C(=O)CCl,CC(=O)Nc1cccc(OCC(=O)N(C)C)c1Br,Williamson ether,standard,TRUE,CC(=O)Nc1cccc(OCC(=O)N(C)C)c1Br,CC1(C)OB(CNS(C)(=O)=O)OC1(C)C,CC(=O)Nc1cccc(OCC(=O)N(C)C)c1CNS(C)(=O)=O,Suzuki,standard,TRUE,,,,,,
47,x0884-x0732-merge-2-1,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1c(C)cccc1N,CC(=O)O,CC(=O)Nc1cccc(C)c1NC(=O)OC(C)(C)C,Amidation,standard,TRUE,CC(=O)Nc1cccc(C)c1NC(=O)OC(C)(C)C,,CC(=O)Nc1cccc(C)c1N,Boc deprotection,standard,TRUE,CC(=O)Nc1cccc(C)c1N,O=C(O)CO,CC(=O)Nc1cccc(C)c1NC(=O)CO,Amidation,standard,TRUE,,,,,,
48,x0884-x0732-merge-2-2,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1ccccc1N,CC(=O)O,CC(=O)Nc1ccccc1NC(=O)OC(C)(C)C,Amidation,standard,TRUE,CC(=O)Nc1ccccc1NC(=O)OC(C)(C)C,,CC(=O)Nc1ccccc1N,Boc deprotection,standard,TRUE,CC(=O)Nc1ccccc1N,O=C(O)CO,CC(=O)Nc1ccccc1NC(=O)CO,Amidation,standard,TRUE,,,,,,
49,x0884-x0732-merge-2-3,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1ccc(C)cc1N,CC(=O)O,CC(=O)Nc1cc(C)ccc1NC(=O)OC(C)(C)C,Amidation,standard,TRUE,CC(=O)Nc1cc(C)ccc1NC(=O)OC(C)(C)C,,CC(=O)Nc1cc(C)ccc1N,Boc deprotection,standard,TRUE,CC(=O)Nc1cc(C)ccc1N,O=C(O)CO,CC(=O)Nc1cc(C)ccc1NC(=O)CO,Amidation,standard,TRUE,,,,,,
50,x0884-x0732-merge-2-4,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(C)ccc1N,CC(=O)O,CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C,Amidation,standard,TRUE,CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C,,CC(=O)Nc1ccc(C)cc1N,Boc deprotection,standard,TRUE,CC(=O)Nc1ccc(C)cc1N,O=C(O)CO,CC(=O)Nc1ccc(C)cc1NC(=O)CO,Amidation,standard,TRUE,,,,,,
