,target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3,reactant-1-4,reactant-2-4,reaction-product-smiles-4,reaction-name-4,reaction-recipe-4,reaction-groupby-column-4
51,x0884-x0732-merge-2-5,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(C)ccc1N,CC(=O)O,CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C,Amidation,standard,TRUE,CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C,,CC(=O)Nc1ccc(C)cc1N,Boc deprotection,standard,TRUE,CC(=O)Nc1ccc(C)cc1N,O=C(O)CO,CC(=O)Nc1ccc(C)cc1NC(=O)CO,Amidation,standard,TRUE,,,,,,
52,x0884-x0732-merge-2-6,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1c(F)cccc1N,CC(=O)O,CC(=O)Nc1cccc(F)c1NC(=O)OC(C)(C)C,Amidation,standard,TRUE,CC(=O)Nc1cccc(F)c1NC(=O)OC(C)(C)C,,CC(=O)Nc1cccc(F)c1N,Boc deprotection,standard,TRUE,CC(=O)Nc1cccc(F)c1N,O=C(O)CO,CC(=O)Nc1cccc(F)c1NC(=O)CO,Amidation,standard,TRUE,,,,,,
53,x0884-x0732-merge-3-1,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cccc(N)c1,CC(=O)O,CC(=O)Nc1cccc(NC(=O)OC(C)(C)C)c1,Amidation,standard,TRUE,CC(=O)Nc1cccc(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1cccc(N)c1,Boc deprotection,standard,TRUE,CC(=O)Nc1cccc(N)c1,O=C(O)CO,CC(=O)Nc1cccc(NC(=O)CO)c1,Amidation,standard,TRUE,,,,,,
54,x0884-x0732-merge-3-2,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)c(C)cc1,CC(=O)O,CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccc1C,Amidation,standard,TRUE,CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccc1C,,CC(=O)Nc1cc(N)ccc1C,Boc deprotection,standard,TRUE,CC(=O)Nc1cc(N)ccc1C,O=C(O)CO,CC(=O)Nc1cc(NC(=O)CO)ccc1C,Amidation,standard,TRUE,,,,,,
55,x0884-x0732-merge-3-3,3,100,40,wasgo-2.0,Nc1cc(NC(=O)OC(C)(C)C)ccn1,CC(=O)O,CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccn1,Amidation,standard,TRUE,CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccn1,,CC(=O)Nc1cc(N)ccn1,Boc deprotection,standard,TRUE,CC(=O)Nc1cc(N)ccn1,O=C(O)CO,CC(=O)Nc1cc(NC(=O)CO)ccn1,Amidation,standard,TRUE,,,,,,
56,x0884-x0732-merge-3-4,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)ccc1C,CC(=O)O,CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1,Amidation,standard,TRUE,CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1ccc(C)c(N)c1,Boc deprotection,standard,TRUE,CC(=O)Nc1ccc(C)c(N)c1,O=C(O)CO,CC(=O)Nc1ccc(C)c(NC(=O)CO)c1,Amidation,standard,TRUE,,,,,,
57,x0884-x0732-merge-3-5,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)ccc1C,CC(=O)O,CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1,Amidation,standard,TRUE,CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1ccc(C)c(N)c1,Boc deprotection,standard,TRUE,CC(=O)Nc1ccc(C)c(N)c1,O=C(O)CO,CC(=O)Nc1ccc(C)c(NC(=O)CO)c1,Amidation,standard,TRUE,,,,,,
58,x0884-x0732-merge-3-6,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)ccc1F,CC(=O)O,CC(=O)Nc1ccc(F)c(NC(=O)OC(C)(C)C)c1,Amidation,standard,TRUE,CC(=O)Nc1ccc(F)c(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1ccc(F)c(N)c1,Boc deprotection,standard,TRUE,CC(=O)Nc1ccc(F)c(N)c1,O=C(O)CO,CC(=O)Nc1ccc(F)c(NC(=O)CO)c1,Amidation,standard,TRUE,,,,,,
59,x0884-x0732-merge-3-7,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(C)cc(N)c1,CC(=O)O,CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1,Amidation,standard,TRUE,CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1cc(C)cc(N)c1,Boc deprotection,standard,TRUE,CC(=O)Nc1cc(C)cc(N)c1,O=C(O)CO,CC(=O)Nc1cc(C)cc(NC(=O)CO)c1,Amidation,standard,TRUE,,,,,,
60,x0884-x0732-merge-3-8,3,100,40,wasgo-2.0,CC(C)(C)OC(=O)Nc1cc(N)cc(C)c1,CC(=O)O,CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1,Amidation,standard,TRUE,CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1,,CC(=O)Nc1cc(C)cc(N)c1,Boc deprotection,standard,TRUE,CC(=O)Nc1cc(C)cc(N)c1,O=C(O)CO,CC(=O)Nc1cc(C)cc(NC(=O)CO)c1,Amidation,standard,TRUE,,,,,,
61,x0884-x0732-x0922-merge-1-1,4,100,40,wasgo-2.0,Oc1cccc(N)c1NC(=O)OC(C)(C)C,CC(=O)O,CC(=O)Nc1cccc(O)c1NC(=O)OC(C)(C)C,Amidation,standard,TRUE,CC(=O)Nc1cccc(O)c1NC(=O)OC(C)(C)C,,CC(=O)Nc1cccc(O)c1N,Boc deprotection,standard,TRUE,CC(=O)Nc1cccc(O)c1N,O=C(O)CO,CC(=O)Nc1cccc(O)c1NC(=O)CO,Amidation,standard,TRUE,CC(=O)Nc1cccc(O)c1NC(=O)CO,CN(C)C(=O)CCl,CC(=O)Nc1cccc(OCC(=O)N(C)C)c1NC(=O)CO,Williamson ether,standard,TRUE
62,x0922-x0732-merge-1-1,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,O=C(O)CO,Cc1cc(O)cc(NC(=O)CO)c1,Amidation,standard,TRUE,Cc1cc(O)cc(NC(=O)CO)c1,CN(C)C(=O)CCl,Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
63,x0922-x0732-merge-1-2,2,100,40,wasgo-2.0,Cc1cnc(O)cc1N,O=C(O)CO,Cc1cnc(O)cc1NC(=O)CO,Amidation,standard,TRUE,Cc1cnc(O)cc1NC(=O)CO,CN(C)C(=O)CCl,Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)CO,Williamson ether,standard,TRUE,,,,,,,,,,,,
64,x0922-x0732-merge-1-3,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,O=C(O)CO,Cc1cc(O)cc(NC(=O)CO)c1,Amidation,standard,TRUE,Cc1cc(O)cc(NC(=O)CO)c1,CN(C)C(=O)CCl,Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
65,x0922-x0732-merge-1-4,2,100,40,wasgo-2.0,Nc1cccc(O)c1,O=C(O)CO,O=C(CO)Nc1cccc(O)c1,Amidation,standard,TRUE,O=C(CO)Nc1cccc(O)c1,CN(C)C(=O)CCl,CN(C)C(=O)COCC(=O)Nc1cccc(O)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
66,x0922-x0732-merge-1-5,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,O=C(O)CO,Cc1ccc(O)cc1NC(=O)CO,Amidation,standard,TRUE,Cc1ccc(O)cc1NC(=O)CO,CN(C)C(=O)CCl,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CO,Williamson ether,standard,TRUE,,,,,,,,,,,,
67,x0922-x0732-merge-1-6,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,O=C(O)CO,Cc1ccc(O)cc1NC(=O)CO,Amidation,standard,TRUE,Cc1ccc(O)cc1NC(=O)CO,CN(C)C(=O)CCl,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CO,Williamson ether,standard,TRUE,,,,,,,,,,,,
68,x0922-x0732-merge-1-7,2,100,40,wasgo-2.0,Fc1ccc(O)cc1N,O=C(O)CO,O=C(CO)Nc1cc(O)ccc1F,Amidation,standard,TRUE,O=C(CO)Nc1cc(O)ccc1F,CN(C)C(=O)CCl,CN(C)C(=O)COCC(=O)Nc1cc(O)ccc1F,Williamson ether,standard,TRUE,,,,,,,,,,,,
69,x0922-x0732-merge-1-8,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1,O=C(O)CO,Cc1ccc(NC(=O)CO)cc1O,Amidation,standard,TRUE,Cc1ccc(NC(=O)CO)cc1O,CN(C)C(=O)CCl,Cc1ccc(NC(=O)COCC(=O)N(C)C)cc1O,Williamson ether,standard,TRUE,,,,,,,,,,,,
70,x0922-x0732-merge-1-9,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1C,O=C(O)CO,Cc1cc(C)c(NC(=O)CO)cc1O,Amidation,standard,TRUE,Cc1cc(C)c(NC(=O)CO)cc1O,CN(C)C(=O)CCl,Cc1cc(C)c(NC(=O)COCC(=O)N(C)C)cc1O,Williamson ether,standard,TRUE,,,,,,,,,,,,
71,x0922-x0732-merge-1-10,2,100,40,wasgo-2.0,Nc1cncc(O)c1,O=C(O)CO,O=C(CO)Nc1cncc(O)c1,Amidation,standard,TRUE,O=C(CO)Nc1cncc(O)c1,CN(C)C(=O)CCl,CN(C)C(=O)COCC(=O)Nc1cncc(O)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
72,x0922-x0732-merge-1-11,2,100,40,wasgo-2.0,Nc1ccnc(O)c1,O=C(O)CO,O=C(CO)Nc1ccnc(O)c1,Amidation,standard,TRUE,O=C(CO)Nc1ccnc(O)c1,CN(C)C(=O)CCl,CN(C)C(=O)COCC(=O)Nc1ccnc(O)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
73,x0884-x0739-merge-3-1,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,CC(=O)O,CC(=O)Nc1cc(C)cc(O)c1,Amidation,standard,TRUE,CC(=O)Nc1cc(C)cc(O)c1,CN(C)C(=O)CCl,CC(=O)Nc1cc(C)cc(OCC(=O)N(C)C)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
74,x0884-x0739-merge-3-2,2,100,40,wasgo-2.0,Cc1cnc(O)cc1N,CC(=O)O,CC(=O)Nc1cc(O)ncc1C,Amidation,standard,TRUE,CC(=O)Nc1cc(O)ncc1C,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ncc1C,Williamson ether,standard,TRUE,,,,,,,,,,,,
75,x0884-x0739-merge-3-3,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,CC(=O)O,CC(=O)Nc1cc(C)cc(O)c1,Amidation,standard,TRUE,CC(=O)Nc1cc(C)cc(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(C)cc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
76,x0884-x0739-merge-3-4,2,100,40,wasgo-2.0,Nc1cccc(O)c1,CC(=O)O,CC(=O)Nc1cccc(O)c1,Amidation,standard,TRUE,CC(=O)Nc1cccc(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
77,x0884-x0739-merge-3-5,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,CC(=O)O,CC(=O)Nc1cc(O)ccc1C,Amidation,standard,TRUE,CC(=O)Nc1cc(O)ccc1C,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,Williamson ether,standard,TRUE,,,,,,,,,,,,
78,x0884-x0739-merge-3-6,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,CC(=O)O,CC(=O)Nc1cc(O)ccc1C,Amidation,standard,TRUE,CC(=O)Nc1cc(O)ccc1C,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,Williamson ether,standard,TRUE,,,,,,,,,,,,
79,x0884-x0739-merge-3-7,2,100,40,wasgo-2.0,Fc1ccc(O)cc1N,CC(=O)O,CC(=O)Nc1cc(O)ccc1F,Amidation,standard,TRUE,CC(=O)Nc1cc(O)ccc1F,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F,Williamson ether,standard,TRUE,,,,,,,,,,,,
80,x0884-x0739-merge-3-8,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1,CC(=O)O,CC(=O)Nc1ccc(C)c(O)c1,Amidation,standard,TRUE,CC(=O)Nc1ccc(C)c(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
81,x0884-x0739-merge-3-9,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1C,CC(=O)O,CC(=O)Nc1cc(O)c(C)cc1C,Amidation,standard,TRUE,CC(=O)Nc1cc(O)c(C)cc1C,O=C(CCl)N1CCOCC1,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)c(C)cc1C,Williamson ether,standard,TRUE,,,,,,,,,,,,
82,x0884-x0739-merge-3-10,2,100,40,wasgo-2.0,Nc1cncc(O)c1,CC(=O)O,CC(=O)Nc1cncc(O)c1,Amidation,standard,TRUE,CC(=O)Nc1cncc(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1cncc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
83,x0884-x0739-merge-3-11,2,100,40,wasgo-2.0,Nc1ccnc(O)c1,CC(=O)O,CC(=O)Nc1ccnc(O)c1,Amidation,standard,TRUE,CC(=O)Nc1ccnc(O)c1,O=C(CCl)N1CCOCC1,CC(=O)Nc1ccnc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,TRUE,,,,,,,,,,,,
