target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3,reactant-1-4,reactant-2-4,reaction-product-smiles-4,reaction-name-4,reaction-recipe-4,reaction-groupby-column-4,,,,,,
x0922-x0732-merge-1-8,3,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1,C(O)(=O)CO[Si](C(C)(C)C)(C)C,product-1,Amidation,standard,TRUE,product-1,,product-2,Si-alcohol deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0732-merge-1-9,3,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1C,C(O)(=O)CO[Si](C(C)(C)C)(C)C,product-1,Amidation,standard,TRUE,product-1,,product-2,Si-alcohol deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0732-merge-1-10,3,100,40,wasgo-2.0,Nc1cncc(O)c1,C(O)(=O)CO[Si](C(C)(C)C)(C)C,product-1,Amidation,standard,TRUE,product-1,,product-2,Si-alcohol deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0732-merge-1-11,3,100,40,wasgo-2.0,Nc1ccnc(O)c1,C(O)(=O)CO[Si](C(C)(C)C)(C)C,product-1,Amidation,standard,TRUE,product-1,,product-2,Si-alcohol deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0732-merge-2-1,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-2,2,100,40,wasgo-2.0,Cc1cnc(O)cc1N,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-3,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-4,2,100,40,wasgo-2.0,Nc1cccc(O)c1,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-5,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-6,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-7,2,100,40,wasgo-2.0,Fc1ccc(O)cc1N,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-8,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-9,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1C,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-10,2,100,40,wasgo-2.0,Nc1cncc(O)c1,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0732-merge-2-11,2,100,40,wasgo-2.0,Nc1ccnc(O)c1,O=C(O)CS,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-1,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,CN(C)C(=O)CCl,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-2,2,100,40,wasgo-2.0,Cc1cnc(O)cc1N,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-3,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-4,2,100,40,wasgo-2.0,Nc1cccc(O)c1,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-5,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-6,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-7,2,100,40,wasgo-2.0,Fc1ccc(O)cc1N,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-8,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-9,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1C,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-10,2,100,40,wasgo-2.0,Nc1cncc(O)c1,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0884-x0739-merge-3-11,2,100,40,wasgo-2.0,Nc1ccnc(O)c1,CC(=O)O,product-1,Amidation,standard,TRUE,product-1,O=C(CCl)N1CCOCC1,product-2,Williamson ether,standard,TRUE,,,,,,,,,,,,,,,,,,
x0922-x0739-merge-2-1,3,100,40,wasgo-2.0,C[Si](C)(Oc1cc(O)ccc1F)C(C)(C)C,O=C(CCl)N1CCOCC1,product-1,Amidation,standard,TRUE,product-1,,product-2,Si-alcohol deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0739-merge-2-2,3,100,40,wasgo-2.0,CC(C)(C)[Si](C)(C)Oc1cccc(O)c1,O=C(CCl)N1CCOCC1,product-1,Amidation,standard,TRUE,product-1,,product-2,Si-alcohol deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0739-merge-2-3,3,100,40,wasgo-2.0,Cc1cc(OCc2ccccc2)cc(O)c1,O=C(CCl)N1CCOCC1,product-1,Amidation,standard,TRUE,product-1,,product-2,Bn-alcohol-deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0739-merge-2-4,3,100,40,wasgo-2.0,Oc1cc(OCc2ccccc2)ccn1,O=C(CCl)N1CCOCC1,product-1,Amidation,standard,TRUE,product-1,,product-2,Bn-alcohol-deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0739-merge-2-5,3,100,40,wasgo-2.0,Cc1ccc(OCc2ccccc2)cc1O,O=C(CCl)N1CCOCC1,product-1,Amidation,standard,TRUE,product-1,,product-2,Bn-alcohol-deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0739-merge-2-6,3,100,40,wasgo-2.0,Oc1cc(OCc2ccccc2)c(C)cc1,O=C(CCl)N1CCOCC1,product-1,Amidation,standard,TRUE,product-1,,product-2,Bn-alcohol-deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
x0922-x0739-merge-2-7,3,100,40,wasgo-2.0,Oc1cncc(OCc2ccccc2)c1,O=C(CCl)N1CCOCC1,product-1,Amidation,standard,TRUE,product-1,,product-2,Bn-alcohol-deprotection,standard,TRUE,product-2,CN(C)C(=O)CCl,product-3,Williamson ether,standard,TRUE,,,,,,,,,,,,
