,smiles,reactants,reaction_names,num_steps,hits,compound_set,batch
10,N#CCC(=O)Nc1cccc(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cccc(N)c1', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1cccc(NC(=O)CO)c1', ('Nc1cccc(NC(=O)CO)c1', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310_A x0732_A,x0310-x0732-merge-2-1,1
11,Cc1ccc(NC(=O)CC#N)cc1NC(=O)CO,"[('CC(C)(C)OC(=O)Nc1cc(N)c(C)cc1', 'O=C(O)CO'), 'Cc1ccc(NC(=O)OC(C)(C)C)cc1NC(=O)CO', ('Cc1ccc(N)cc1NC(=O)CO', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310_A x0732_A,x0310-x0732-merge-2-2,1
12,N#CCC(=O)Nc1ccnc(NC(=O)CO)c1,"[('Nc1cc(NC(=O)OC(C)(C)C)ccn1', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1ccnc(NC(=O)CO)c1', ('Nc1ccnc(NC(=O)CO)c1', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310_A x0732_A,x0310-x0732-merge-2-3,1
13,Cc1ccc(NC(=O)CO)cc1NC(=O)CC#N,"[('CC(C)(C)OC(=O)Nc1cc(N)ccc1C', 'O=C(O)CO'), 'Cc1ccc(NC(=O)CO)cc1NC(=O)OC(C)(C)C', ('Cc1ccc(NC(=O)CO)cc1N', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310_A x0732_A,x0310-x0732-merge-2-4,1
14,Cc1ccc(NC(=O)CO)cc1NC(=O)CC#N,"[('CC(C)(C)OC(=O)Nc1cc(N)ccc1C', 'O=C(O)CO'), 'Cc1ccc(NC(=O)CO)cc1NC(=O)OC(C)(C)C', ('Cc1ccc(NC(=O)CO)cc1N', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310_A x0732_A,x0310-x0732-merge-2-5,1
15,N#CCC(=O)Nc1cc(NC(=O)CO)ccc1F,"[('CC(C)(C)OC(=O)Nc1cc(N)ccc1F', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1cc(NC(=O)CO)ccc1F', ('Nc1cc(NC(=O)CO)ccc1F', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310_A x0732_A,x0310-x0732-merge-2-6,1
16,Cc1cc(NC(=O)CO)cc(NC(=O)CC#N)c1,"[('CC(C)(C)OC(=O)Nc1cc(C)cc(N)c1', 'O=C(O)CO'), 'Cc1cc(NC(=O)CO)cc(NC(=O)OC(C)(C)C)c1', ('Cc1cc(N)cc(NC(=O)CO)c1', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310_A x0732_A,x0310-x0732-merge-2-7,1
17,Cc1cc(NC(=O)CO)cc(NC(=O)CC#N)c1,"[('CC(C)(C)OC(=O)Nc1cc(N)cc(C)c1', 'O=C(O)CO'), 'Cc1cc(NC(=O)CO)cc(NC(=O)OC(C)(C)C)c1', ('Cc1cc(N)cc(NC(=O)CO)c1', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310_A x0732_A,x0310-x0732-merge-2-8,1
18,Cc1cc(NC(=O)CC#N)cc(OCC(=O)N2CCOCC2)c1,"[('Cc1cc(O)cc(N)c1', 'N#CCC(=O)O'), ('Cc1cc(O)cc(NC(=O)CC#N)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-1,1
19,Cc1cnc(OCC(=O)N2CCOCC2)cc1NC(=O)CC#N,"[('Cc1cnc(O)cc1N', 'N#CCC(=O)O'), ('Cc1cnc(O)cc1NC(=O)CC#N', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-2,1
20,Cc1cc(NC(=O)CC#N)cc(OCC(=O)N2CCOCC2)c1,"[('Cc1cc(O)cc(N)c1', 'N#CCC(=O)O'), ('Cc1cc(O)cc(NC(=O)CC#N)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-3,2
21,N#CCC(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1,"[('Nc1cccc(O)c1', 'N#CCC(=O)O'), ('N#CCC(=O)Nc1cccc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-4,2
22,Cc1ccc(OCC(=O)N2CCOCC2)cc1NC(=O)CC#N,"[('Cc1ccc(O)cc1N', 'N#CCC(=O)O'), ('Cc1ccc(O)cc1NC(=O)CC#N', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-5,2
23,Cc1ccc(OCC(=O)N2CCOCC2)cc1NC(=O)CC#N,"[('Cc1ccc(O)cc1N', 'N#CCC(=O)O'), ('Cc1ccc(O)cc1NC(=O)CC#N', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-6,2
24,N#CCC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F,"[('Fc1ccc(O)cc1N', 'N#CCC(=O)O'), ('N#CCC(=O)Nc1cc(O)ccc1F', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-7,2
25,Cc1ccc(NC(=O)CC#N)cc1OCC(=O)N1CCOCC1,"[('Nc1cc(O)c(C)cc1', 'N#CCC(=O)O'), ('Cc1ccc(NC(=O)CC#N)cc1O', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-8,2
26,Cc1cc(C)c(OCC(=O)N2CCOCC2)cc1NC(=O)CC#N,"[('Nc1cc(O)c(C)cc1C', 'N#CCC(=O)O'), ('Cc1cc(C)c(NC(=O)CC#N)cc1O', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-9,2
27,N#CCC(=O)Nc1cncc(OCC(=O)N2CCOCC2)c1,"[('Nc1cncc(O)c1', 'N#CCC(=O)O'), ('N#CCC(=O)Nc1cncc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-10,2
28,N#CCC(=O)Nc1ccnc(OCC(=O)N2CCOCC2)c1,"[('Nc1ccnc(O)c1', 'N#CCC(=O)O'), ('N#CCC(=O)Nc1ccnc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0310_A x0739_A,x0310-x0739-merge-2-11,2
29,CN(C)C(=O)c1ccc(F)cc1OC1CCN(C)C1=O,"[('O=C(c1ccc(F)cc1Cl)N(C)C', 'O=C1C(O)CCN1C')]",['Nucleophilic_substitution'],1,x0528_A x0450_A,x0528-x0450-merge-1-1,2
30,CN(C)C(=O)c1ccccc1OC1CCN(C)C1=O,"[('CN(C)C(=O)c1ccccc1Cl', 'O=C1C(O)CCN1C')]",['Nucleophilic_substitution'],1,x0528_A x0450_A,x0528-x0450-merge-1-2,3
31,CN1CCC(Oc2ccccc2OCC(=O)N2CCOCC2)C1=O,"[('C[Si](C)(Oc1ccccc1O)C(C)(C)C', 'O=C1C(Cl)CCN1C'), 'CN1CCC(Oc2ccccc2O[Si](C)(C)C(C)(C)C)C1=O', ('CN1CCC(Oc2ccccc2O)C1=O', 'O=C(CCl)N1CCOCC1')]","['Williamson_ether_synthesis', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528_A x0739_A,x0528-x0739-merge-1-1,3
32,Cc1cccc(OC2CCN(C)C2=O)c1OCC(=O)N1CCOCC1,"[('Cc1cccc(O)c1OCc1ccccc1', 'O=C1C(Cl)CCN1C'), 'Cc1cccc(OC2CCN(C)C2=O)c1OCc1ccccc1', ('Cc1cccc(OC2CCN(C)C2=O)c1O', 'O=C(CCl)N1CCOCC1')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528_A x0739_A,x0528-x0739-merge-1-2,3
33,Cc1cc(C)c(OCC(=O)N2CCOCC2)c(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)c(OCc2ccccc2)c(C)c1', 'O=C1C(Cl)CCN1C'), 'Cc1cc(C)c(OCc2ccccc2)c(OC2CCN(C)C2=O)c1', ('Cc1cc(C)c(O)c(OC2CCN(C)C2=O)c1', 'O=C(CCl)N1CCOCC1')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528_A x0739_A,x0528-x0739-merge-1-3,3
34,Cc1ccc(OC2CCN(C)C2=O)c(OCC(=O)N2CCOCC2)c1,"[('Cc1cc(OCc2ccccc2)c(O)cc1', 'O=C1C(Cl)CCN1C'), 'Cc1ccc(OC2CCN(C)C2=O)c(OCc2ccccc2)c1', ('Cc1ccc(OC2CCN(C)C2=O)c(O)c1', 'O=C(CCl)N1CCOCC1')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528_A x0739_A,x0528-x0739-merge-1-4,3
35,Cc1cnc(OCC(=O)N2CCOCC2)c(OC2CCN(C)C2=O)c1,"[('Cc1cnc(OCc2ccccc2)c(O)c1', 'O=C1C(Cl)CCN1C'), 'Cc1cnc(OCc2ccccc2)c(OC2CCN(C)C2=O)c1', ('Cc1cnc(O)c(OC2CCN(C)C2=O)c1', 'O=C(CCl)N1CCOCC1')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528_A x0739_A,x0528-x0739-merge-1-5,3
36,CC(=O)Nc1cccc(NC(C)=O)c1CNS(C)(=O)=O,"[('Brc1c(N)cccc1NC(=O)OC(C)(C)C', 'CC(=O)O'), 'CC(=O)Nc1cccc(NC(=O)OC(C)(C)C)c1Br', ('CC(=O)Nc1cccc(N)c1Br', 'CC(=O)O'), ('CC(=O)Nc1cccc(NC(C)=O)c1Br', 'CC1(C)OB(CNS(C)(=O)=O)OC1(C)C')]","['Amidation', 'N-Boc_deprotection', 'Amidation', 'Sp3-sp2_Suzuki_coupling']",4,x0884_A x0719_A,x0884-x0719-merge-1-1,3
37,CC(=O)Nc1c(CNS(C)(=O)=O)ccc(OCC(=O)N(C)C)c1Br,"[('Fc1ccc(O)c(Br)c1N', 'CC(=O)O'), ('CC(=O)Nc1c(F)ccc(O)c1Br', 'CN(C)C(=O)CCl'), ('CC(=O)Nc1c(F)ccc(OCC(=O)N(C)C)c1Br', 'CC1(C)OB(CNS(C)(=O)=O)OC1(C)C')]","['Amidation', 'Williamson_ether_synthesis', 'Sp3-sp2_Suzuki_coupling']",3,x0884_A x0719_A,x0884-x0719-x0922-merge-2-1,3
38,CC(=O)Nc1cccc(OCC(=O)N(C)C)c1CNS(C)(=O)=O,"[('Nc1cccc(O)c1Br', 'CC(=O)O'), ('CC(=O)Nc1cccc(O)c1Br', 'CN(C)C(=O)CCl'), ('CC(=O)Nc1cccc(OCC(=O)N(C)C)c1Br', 'CC1(C)OB(CNS(C)(=O)=O)OC1(C)C')]","['Amidation', 'Williamson_ether_synthesis', 'Sp3-sp2_Suzuki_coupling']",3,x0884_A x0719_A,x0884-x0719-x0922-merge-2-2,3
39,CC(=O)Nc1cccc(C)c1NC(=O)CO,"[('CC(C)(C)OC(=O)Nc1c(C)cccc1N', 'CC(=O)O'), 'CC(=O)Nc1cccc(C)c1NC(=O)OC(C)(C)C', ('CC(=O)Nc1cccc(C)c1N', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-2-1,3
40,CC(=O)Nc1ccccc1NC(=O)CO,"[('CC(C)(C)OC(=O)Nc1ccccc1N', 'CC(=O)O'), 'CC(=O)Nc1ccccc1NC(=O)OC(C)(C)C', ('CC(=O)Nc1ccccc1N', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-2-2,4
41,CC(=O)Nc1cc(C)ccc1NC(=O)CO,"[('CC(C)(C)OC(=O)Nc1ccc(C)cc1N', 'CC(=O)O'), 'CC(=O)Nc1cc(C)ccc1NC(=O)OC(C)(C)C', ('CC(=O)Nc1cc(C)ccc1N', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-2-3,4
42,CC(=O)Nc1ccc(C)cc1NC(=O)CO,"[('CC(C)(C)OC(=O)Nc1cc(C)ccc1N', 'CC(=O)O'), 'CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C', ('CC(=O)Nc1ccc(C)cc1N', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-2-4,4
43,CC(=O)Nc1ccc(C)cc1NC(=O)CO,"[('CC(C)(C)OC(=O)Nc1cc(C)ccc1N', 'CC(=O)O'), 'CC(=O)Nc1ccc(C)cc1NC(=O)OC(C)(C)C', ('CC(=O)Nc1ccc(C)cc1N', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-2-5,4
44,CC(=O)Nc1cccc(F)c1NC(=O)CO,"[('CC(C)(C)OC(=O)Nc1c(F)cccc1N', 'CC(=O)O'), 'CC(=O)Nc1cccc(F)c1NC(=O)OC(C)(C)C', ('CC(=O)Nc1cccc(F)c1N', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-2-6,4
45,CC(=O)Nc1cccc(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cccc(N)c1', 'CC(=O)O'), 'CC(=O)Nc1cccc(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1cccc(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-3-1,4
46,CC(=O)Nc1cc(NC(=O)CO)ccc1C,"[('CC(C)(C)OC(=O)Nc1cc(N)c(C)cc1', 'CC(=O)O'), 'CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccc1C', ('CC(=O)Nc1cc(N)ccc1C', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-3-2,4
47,CC(=O)Nc1cc(NC(=O)CO)ccn1,"[('Nc1cc(NC(=O)OC(C)(C)C)ccn1', 'CC(=O)O'), 'CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccn1', ('CC(=O)Nc1cc(N)ccn1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-3-3,4
48,CC(=O)Nc1ccc(C)c(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(N)ccc1C', 'CC(=O)O'), 'CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1ccc(C)c(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-3-4,4
49,CC(=O)Nc1ccc(C)c(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(N)ccc1C', 'CC(=O)O'), 'CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1ccc(C)c(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-3-5,4
50,CC(=O)Nc1ccc(F)c(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(N)ccc1F', 'CC(=O)O'), 'CC(=O)Nc1ccc(F)c(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1ccc(F)c(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-3-6,5
51,CC(=O)Nc1cc(C)cc(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(C)cc(N)c1', 'CC(=O)O'), 'CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1cc(C)cc(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-3-7,5
52,CC(=O)Nc1cc(C)cc(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(N)cc(C)c1', 'CC(=O)O'), 'CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1cc(C)cc(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884_A x0732_A,x0884-x0732-merge-3-8,5
53,CC(=O)Nc1cccc(OCC(=O)N(C)C)c1NC(=O)CO,"[('Oc1cccc(N)c1NC(=O)OC(C)(C)C', 'CC(=O)O'), 'CC(=O)Nc1cccc(O)c1NC(=O)OC(C)(C)C', ('CC(=O)Nc1cccc(O)c1N', 'O=C(O)CO'), ('CC(=O)Nc1cccc(O)c1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'N-Boc_deprotection', 'Amidation', 'Williamson_ether_synthesis']",4,x0884_A x0732_A,x0884-x0732-x0922-merge-1-1,5
54,CC(=O)Nc1cc(C)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'CC(=O)O'), ('CC(=O)Nc1cc(C)cc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-1,5
55,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ncc1C,"[('Cc1cnc(O)cc1N', 'CC(=O)O'), ('CC(=O)Nc1cc(O)ncc1C', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-2,5
56,CC(=O)Nc1cc(C)cc(OCC(=O)N2CCOCC2)c1,"[('Cc1cc(O)cc(N)c1', 'CC(=O)O'), ('CC(=O)Nc1cc(C)cc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-3,5
57,CC(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1,"[('Nc1cccc(O)c1', 'CC(=O)O'), ('CC(=O)Nc1cccc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-4,5
58,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,"[('Cc1ccc(O)cc1N', 'CC(=O)O'), ('CC(=O)Nc1cc(O)ccc1C', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-5,5
59,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,"[('Cc1ccc(O)cc1N', 'CC(=O)O'), ('CC(=O)Nc1cc(O)ccc1C', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-6,5
60,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F,"[('Fc1ccc(O)cc1N', 'CC(=O)O'), ('CC(=O)Nc1cc(O)ccc1F', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-7,6
61,CC(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1,"[('Nc1cc(O)c(C)cc1', 'CC(=O)O'), ('CC(=O)Nc1ccc(C)c(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-8,6
62,CC(=O)Nc1cc(OCC(=O)N2CCOCC2)c(C)cc1C,"[('Nc1cc(O)c(C)cc1C', 'CC(=O)O'), ('CC(=O)Nc1cc(O)c(C)cc1C', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-9,6
63,CC(=O)Nc1cncc(OCC(=O)N2CCOCC2)c1,"[('Nc1cncc(O)c1', 'CC(=O)O'), ('CC(=O)Nc1cncc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-10,6
64,CC(=O)Nc1ccnc(OCC(=O)N2CCOCC2)c1,"[('Nc1ccnc(O)c1', 'CC(=O)O'), ('CC(=O)Nc1ccnc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884_A x0739_A,x0884-x0739-merge-3-11,6
65,Cc1cc(NC(=O)C2CCCO2)cc(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528_A x0416_A,x0528-x0416-merge-1-1,6
66,Cc1cnc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,"[('Cc1cnc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1cnc(O)cc1NC(=O)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528_A x0416_A,x0528-x0416-merge-1-2,6
67,Cc1cc(NC(=O)C2CCCO2)cc(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528_A x0416_A,x0528-x0416-merge-1-3,6
68,CN1CCC(Oc2cccc(NC(=O)C3CCCO3)c2)C1=O,"[('Nc1cccc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1cccc(O)c1)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528_A x0416_A,x0528-x0416-merge-1-4,6
